"year","round","race_name","circuit","circuit_type","country","location","driver","driver_nationality","constructor","constructor_nationality","grid","position","points","status","q1","q2","q3","qualifying_position","constructor_prestige"
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Ricciardo","Australian","Red Bull","Austrian",5,"\N",0,"Technical","1:58.913","2:00.147","2:00.541",5,2
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Gutiérrez","Mexican","Sauber","Swiss",12,"\N",0,"Gearbox","2:01.134","2:02.369","\N",12,6
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Sutil","German","Sauber","Swiss",17,"\N",0,"Electrical","2:02.131","\N","\N",18,6
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Vergne","French","Toro Rosso","Italian",9,"\N",0,"Power Unit","2:01.689","2:02.096","2:03.078",9,6
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Bianchi","French","Marussia","Russian",19,"\N",0,"Brakes","2:02.702","\N","\N",19,6
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Maldonado","Venezuelan","Lotus F1","British",16,"\N",0,"Engine","2:02.074","\N","\N",17,6
2014,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Pérez","Mexican","Force India","Indian",14,"\N",0,"Withdrew","2:00.076","2:02.511","\N",14,5
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Hamilton","British","Mercedes","German",2,"1",25,"Finished","1:35.323","1:33.872","1:33.464",2,1
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Rosberg","German","Mercedes","German",1,"2",18,"Finished","1:35.439","1:33.708","1:33.185",1,1
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Pérez","Mexican","Force India","Indian",4,"3",15,"Finished","1:34.998","1:34.747","1:34.346",5,5
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Ricciardo","Australian","Red Bull","Austrian",13,"4",12,"Finished","1:36.220","1:34.592","1:34.051",3,2
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Hülkenberg","German","Force India","Indian",11,"5",10,"Finished","1:34.874","1:35.116","\N",12,5
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Vettel","German","Red Bull","Austrian",10,"6",8,"Finished","1:35.549","1:34.985","\N",11,2
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Massa","Brazilian","Williams","British",7,"7",6,"Finished","1:35.085","1:34.842","1:34.511",8,4
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Bottas","Finnish","Williams","British",3,"8",4,"Finished","1:34.934","1:34.842","1:34.247",4,4
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Alonso","Spanish","Ferrari","Italian",9,"9",2,"Finished","1:35.251","1:34.723","1:34.992",10,2
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Räikkönen","Finnish","Ferrari","Italian",5,"10",1,"Finished","1:35.234","1:34.925","1:34.368",6,2
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Kvyat","Russian","Toro Rosso","Italian",12,"11",0,"Finished","1:35.395","1:35.145","\N",13,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Grosjean","French","Lotus F1","British",16,"12",0,"Finished","1:36.654","1:35.908","\N",16,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Chilton","British","Marussia","Russian",21,"13",0,"Finished","1:37.913","\N","\N",22,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Maldonado","Venezuelan","Lotus F1","British",17,"14",0,"Finished","1:36.663","\N","\N",17,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Kobayashi","Japanese","Caterham","Malaysian",18,"15",0,"Finished","1:37.085","\N","\N",19,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Bianchi","French","Marussia","Russian",19,"16",0,"+1 Lap","1:37.310","\N","\N",20,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Button","British","McLaren","British",6,"17",0,"Clutch","1:35.699","1:34.714","1:34.387",7,3
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Magnussen","Danish","McLaren","British",8,"\N",0,"Clutch","1:35.288","1:34.904","1:34.712",9,3
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Gutiérrez","Mexican","Sauber","Swiss",15,"\N",0,"Collision","1:36.567","1:35.891","\N",15,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Ericsson","Swedish","Caterham","Malaysian",20,"\N",0,"Retired","1:37.875","\N","\N",21,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Vergne","French","Toro Rosso","Italian",14,"\N",0,"Retired","1:35.815","1:35.286","\N",14,6
2014,3,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Sutil","German","Sauber","Swiss",22,"\N",0,"Collision","1:36.840","\N","\N",18,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hamilton","British","Mercedes","German",1,"1",25,"Finished","1:55.516","1:54.029","1:53.860",1,1
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Rosberg","German","Mercedes","German",4,"2",18,"Finished","1:56.058","1:55.294","1:55.143",4,1
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Alonso","Spanish","Ferrari","Italian",5,"3",15,"Finished","1:56.961","1:55.765","1:55.637",5,2
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Ricciardo","Australian","Red Bull","Austrian",2,"4",12,"Finished","1:56.641","1:55.302","1:54.455",2,2
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Vettel","German","Red Bull","Austrian",3,"5",10,"Finished","1:55.926","1:54.499","1:54.960",3,2
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hülkenberg","German","Force India","Indian",8,"6",8,"Finished","1:55.913","1:56.847","1:56.366",8,5
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Bottas","Finnish","Williams","British",7,"7",6,"Finished","1:56.501","1:56.253","1:56.282",7,4
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Räikkönen","Finnish","Ferrari","Italian",11,"8",4,"Finished","1:58.279","1:56.860","\N",11,2
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Pérez","Mexican","Force India","Indian",16,"9",2,"Finished","1:58.362","1:58.264","\N",16,5
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Kvyat","Russian","Toro Rosso","Italian",13,"10",1,"+1 Lap","1:57.261","1:57.289","\N",13,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Button","British","McLaren","British",12,"11",0,"+1 Lap","1:57.783","1:56.963","\N",12,3
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Vergne","French","Toro Rosso","Italian",9,"12",0,"+1 Lap","1:57.477","1:56.584","1:56.773",9,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Magnussen","Danish","McLaren","British",15,"13",0,"+1 Lap","1:57.369","1:57.675","\N",15,3
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Maldonado","Venezuelan","Lotus F1","British",22,"14",0,"+1 Lap","\N","\N","\N",22,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Massa","Brazilian","Williams","British",6,"15",0,"+1 Lap","1:56.850","1:56.757","1:56.147",6,4
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Gutiérrez","Mexican","Sauber","Swiss",17,"16",0,"+1 Lap","1:58.988","\N","\N",17,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Bianchi","French","Marussia","Russian",19,"17",0,"+1 Lap","1:59.326","\N","\N",19,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Kobayashi","Japanese","Caterham","Malaysian",18,"18",0,"+1 Lap","1:59.260","\N","\N",18,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Chilton","British","Marussia","Russian",21,"19",0,"+2 Laps","2:00.865","\N","\N",21,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Ericsson","Swedish","Caterham","Malaysian",20,"20",0,"+2 Laps","2:00.646","\N","\N",20,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Grosjean","French","Lotus F1","British",10,"\N",0,"Gearbox","1:58.411","1:56.407","1:57.079",10,6
2014,4,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Sutil","German","Sauber","Swiss",14,"\N",0,"Engine","1:58.138","1:57.393","\N",14,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hamilton","British","Mercedes","German",1,"1",25,"Finished","1:27.238","1:26.210","1:25.232",1,1
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Rosberg","German","Mercedes","German",2,"2",18,"Finished","1:26.764","1:26.088","1:25.400",2,1
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Ricciardo","Australian","Red Bull","Austrian",3,"3",15,"Finished","1:28.053","1:26.613","1:26.285",3,2
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Vettel","German","Red Bull","Austrian",15,"4",12,"Finished","1:27.958","1:27.052","\N",10,2
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Bottas","Finnish","Williams","British",4,"5",10,"Finished","1:28.198","1:27.563","1:26.632",4,4
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Alonso","Spanish","Ferrari","Italian",7,"6",8,"Finished","1:28.329","1:27.602","1:27.140",7,2
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Räikkönen","Finnish","Ferrari","Italian",6,"7",6,"+1 Lap","1:28.308","1:27.335","1:27.104",6,2
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Grosjean","French","Lotus F1","British",5,"8",4,"+1 Lap","1:28.472","1:27.258","1:26.960",5,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Pérez","Mexican","Force India","Indian",11,"9",2,"+1 Lap","1:28.469","1:28.002","\N",12,5
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hülkenberg","German","Force India","Indian",10,"10",1,"+1 Lap","1:28.155","1:27.685","\N",11,5
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Button","British","McLaren","British",8,"11",0,"+1 Lap","1:28.279","1:27.570","1:27.335",8,3
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Magnussen","Danish","McLaren","British",14,"12",0,"+1 Lap","1:28.389","\N","\N",15,3
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Massa","Brazilian","Williams","British",9,"13",0,"+1 Lap","1:28.061","1:27.016","1:27.402",9,4
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Kvyat","Russian","Toro Rosso","Italian",12,"14",0,"+1 Lap","1:28.074","1:28.039","\N",13,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Maldonado","Venezuelan","Lotus F1","British",22,"15",0,"+1 Lap","\N","\N","\N",22,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Gutiérrez","Mexican","Sauber","Swiss",13,"16",0,"+1 Lap","1:28.374","1:28.280","\N",14,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Sutil","German","Sauber","Swiss",16,"17",0,"+1 Lap","1:28.563","\N","\N",17,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Bianchi","French","Marussia","Russian",18,"18",0,"+2 Laps","1:30.177","\N","\N",19,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Chilton","British","Marussia","Russian",17,"19",0,"+2 Laps","1:29.586","\N","\N",18,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Ericsson","Swedish","Caterham","Malaysian",19,"20",0,"+2 Laps","1:30.312","\N","\N",20,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Kobayashi","Japanese","Caterham","Malaysian",20,"\N",0,"Brakes","1:30.375","\N","\N",21,6
2014,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Vergne","French","Toro Rosso","Italian",21,"\N",0,"Exhaust","1:28.194","\N","\N",16,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Rosberg","German","Mercedes","German",1,"1",25,"Finished","1:17.678","1:16.465","1:15.989",1,1
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hamilton","British","Mercedes","German",2,"2",18,"Finished","1:17.823","1:16.354","1:16.048",2,1
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Ricciardo","Australian","Red Bull","Austrian",3,"3",15,"Finished","1:17.900","1:17.233","1:16.384",3,2
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Alonso","Spanish","Ferrari","Italian",5,"4",12,"Finished","1:17.853","1:17.200","1:16.686",5,2
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hülkenberg","German","Force India","Indian",11,"5",10,"+1 Lap","1:18.432","1:17.846","\N",11,5
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Button","British","McLaren","British",12,"6",8,"+1 Lap","1:17.890","1:17.988","\N",12,3
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Massa","Brazilian","Williams","British",16,"7",6,"+1 Lap","1:18.209","\N","\N",16,4
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Grosjean","French","Lotus F1","British",14,"8",4,"+1 Lap","1:18.335","1:18.196","\N",14,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Bianchi","French","Marussia","Russian",21,"9",2,"+1 Lap","1:19.332","\N","\N",19,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Magnussen","Danish","McLaren","British",8,"10",1,"+1 Lap","1:17.978","1:17.609","1:17.555",8,3
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Ericsson","Swedish","Caterham","Malaysian",22,"11",0,"+1 Lap","1:21.732","\N","\N",22,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Räikkönen","Finnish","Ferrari","Italian",6,"12",0,"+1 Lap","1:17.902","1:17.398","1:17.389",6,2
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kobayashi","Japanese","Caterham","Malaysian",20,"13",0,"+2 Laps","1:20.133","\N","\N",21,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Chilton","British","Marussia","Russian",19,"14",0,"+3 Laps","1:19.928","\N","\N",20,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Gutiérrez","Mexican","Sauber","Swiss",17,"\N",0,"Accident","1:18.741","\N","\N",17,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Bottas","Finnish","Williams","British",13,"\N",0,"Engine","1:18.407","1:18.082","\N",13,4
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Vergne","French","Toro Rosso","Italian",7,"\N",0,"Engine","1:17.557","1:17.657","1:17.540",7,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Sutil","German","Sauber","Swiss",18,"\N",0,"Accident","1:18.745","\N","\N",18,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kvyat","Russian","Toro Rosso","Italian",9,"\N",0,"Mechanical","1:18.616","1:17.594","1:18.090",9,6
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Vettel","German","Red Bull","Austrian",4,"\N",0,"Turbo","1:18.383","1:17.074","1:16.547",4,2
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Pérez","Mexican","Force India","Indian",10,"\N",0,"Collision","1:18.108","1:17.755","1:18.327",10,5
2014,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Maldonado","Venezuelan","Lotus F1","British",15,"\N",0,"Withdrew","1:18.585","1:18.356","\N",15,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Ricciardo","Australian","Red Bull","Austrian",6,"1",25,"Finished","1:17.113","1:15.897","1:15.589",6,2
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Rosberg","German","Mercedes","German",1,"2",18,"Finished","1:16.471","1:15.289","1:14.874",1,1
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Vettel","German","Red Bull","Austrian",3,"3",15,"Finished","1:17.470","1:16.109","1:15.548",3,2
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Button","British","McLaren","British",9,"4",12,"Finished","1:16.631","1:16.214","1:16.182",9,3
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hülkenberg","German","Force India","Indian",11,"5",10,"Finished","1:16.897","1:16.300","\N",11,5
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Alonso","Spanish","Ferrari","Italian",7,"6",8,"Finished","1:17.010","1:16.131","1:15.814",7,2
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Bottas","Finnish","Williams","British",4,"7",6,"Finished","1:16.772","1:15.806","1:15.550",4,4
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Vergne","French","Toro Rosso","Italian",8,"8",4,"Finished","1:17.178","1:16.255","1:16.162",8,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Magnussen","Danish","McLaren","British",12,"9",2,"Finished","1:16.446","1:16.310","\N",12,3
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Räikkönen","Finnish","Ferrari","Italian",10,"10",1,"Finished","1:17.013","1:16.245","1:16.214",10,2
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Pérez","Mexican","Force India","Indian",13,"11",0,"Collision","1:18.235","1:16.472","\N",13,5
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Massa","Brazilian","Williams","British",5,"12",0,"Collision","1:16.666","1:15.773","1:15.578",5,4
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Sutil","German","Sauber","Swiss",16,"13",0,"+1 Lap","1:17.519","1:17.314","\N",16,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Gutiérrez","Mexican","Sauber","Swiss",22,"14",0,"ERS","\N","\N","\N",22,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Grosjean","French","Lotus F1","British",14,"\N",0,"Rear wing","1:17.732","1:16.687","\N",14,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Kvyat","Russian","Toro Rosso","Italian",15,"\N",0,"Drivetrain","1:16.938","1:16.713","\N",15,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hamilton","British","Mercedes","German",2,"\N",0,"Brakes","1:15.750","1:15.054","1:14.953",2,1
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Kobayashi","Japanese","Caterham","Malaysian",21,"\N",0,"Suspension","1:19.278","\N","\N",20,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Maldonado","Venezuelan","Lotus F1","British",17,"\N",0,"Power Unit","1:18.328","\N","\N",17,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Ericsson","Swedish","Caterham","Malaysian",20,"\N",0,"Turbo","1:19.820","\N","\N",21,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Chilton","British","Marussia","Russian",18,"\N",0,"Collision","1:18.348","\N","\N",18,6
2014,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Bianchi","French","Marussia","Russian",19,"\N",0,"Collision","1:18.359","\N","\N",19,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Rosberg","German","Mercedes","German",3,"1",25,"Finished","1:09.695","1:08.974","1:08.944",3,1
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Hamilton","British","Mercedes","German",9,"2",18,"Finished","1:09.514","1:09.092","\N",9,1
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Bottas","Finnish","Williams","British",2,"3",15,"Finished","1:10.356","1:09.096","1:08.846",2,4
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Massa","Brazilian","Williams","British",1,"4",12,"Finished","1:10.292","1:09.239","1:08.759",1,4
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Alonso","Spanish","Ferrari","Italian",4,"5",10,"Finished","1:10.405","1:09.479","1:09.285",4,2
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Pérez","Mexican","Force India","Indian",15,"6",8,"Finished","1:10.124","1:09.754","\N",11,5
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Magnussen","Danish","McLaren","British",6,"7",6,"Finished","1:10.081","1:09.473","1:09.515",6,3
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Ricciardo","Australian","Red Bull","Austrian",5,"8",4,"Finished","1:10.395","1:09.638","1:09.466",5,2
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Hülkenberg","German","Force India","Indian",10,"9",2,"Finished","1:10.389","1:09.624","\N",10,5
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Räikkönen","Finnish","Ferrari","Italian",8,"10",1,"Finished","1:10.285","1:09.657","1:10.795",8,2
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Button","British","McLaren","British",11,"11",0,"Finished","1:10.252","1:09.780","\N",12,3
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Maldonado","Venezuelan","Lotus F1","British",13,"12",0,"+1 Lap","1:10.821","1:09.939","\N",14,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Sutil","German","Sauber","Swiss",16,"13",0,"+1 Lap","1:10.825","\N","\N",17,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Grosjean","French","Lotus F1","British",22,"14",0,"+1 Lap","1:10.461","1:10.642","\N",16,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Bianchi","French","Marussia","Russian",18,"15",0,"+2 Laps","1:11.412","\N","\N",19,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Kobayashi","Japanese","Caterham","Malaysian",19,"16",0,"+2 Laps","1:11.673","\N","\N",20,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Chilton","British","Marussia","Russian",21,"17",0,"+2 Laps","1:11.775","\N","\N",21,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Ericsson","Swedish","Caterham","Malaysian",20,"18",0,"+2 Laps","1:12.673","\N","\N",22,6
2014,8,"Austrian Grand Prix","Red Bull Ring","Permanent Race Circuit","Austria","Spielberg","Gutiérrez","Mexican","Sauber","Swiss",17,"19",0,"+2 Laps","1:11.349","\N","\N",18,6
